,titles,artists,release_date,genres,num_comments,num_likes,num_promos,follower_counts,lyric_lengths,song_length,tempo,time_signature,key,mode,valence,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness
1148,,Cardi B,2020.08.07,랩/힙합,375,"30,372",1,"11,654",0,1.792216667,167.608,4,0,1,0.434,0.536,0.526,-9.754,0.181,0.159,0.847,0.128
1149,,Drake,2022.06.17,랩/힙합,62,"11,679",0,"39,164",0,1.792216667,167.608,4,0,1,0.434,0.536,0.526,-9.754,0.181,0.159,0.847,0.128
1150,Whistle,Flo Rida,2012.04.24,랩/힙합,28,"39,725",0,"13,601",106,3.744216667,103.976,4,0,1,0.739,0.747,0.937,-5.746,0.0453,0.0208,0.0,0.29
1151,Rumors,Jake Miller,2015.07.08,랩/힙합,37,"36,839",0,"4,074",77,3.0976,159.897,4,2,1,0.416,0.688,0.842,-4.211,0.264,0.0499,0.0,0.241
1152,HOPE,NF,2023.02.16,랩/힙합,19,"1,924",0,"9,562",170,4.407883333,100.559,3,0,0,0.497,0.546,0.787,-4.023,0.212,0.396,0.0,0.0619
1153,Congratulations (Feat. Quavo),Post Malone,2016.12.09,랩/힙합,117,"43,949",1,"70,798",93,3.64245,123.016,4,6,1,0.493,0.626,0.795,-4.232,0.0366,0.203,0.0,0.357
1154,,Eminem,2000.05.23,랩/힙합,297,"20,392",0,"46,879",0,1.792216667,167.608,4,0,1,0.434,0.536,0.526,-9.754,0.181,0.159,0.847,0.128
1155,Rover (feat. DTG),S1mba,2019.11.15,랩/힙합,19,"9,704",0,127,116,2.798616667,62.948,5,11,0,0.803,0.613,0.624,-6.66,0.206,0.496,0.0,0.283
1156,,Post Malone,2018.04.27,랩/힙합,163,"45,148",1,"70,798",0,1.792216667,167.608,4,0,1,0.434,0.536,0.526,-9.754,0.181,0.159,0.847,0.128
1157,Just Wanna Rock,Lil Uzi Vert,2022.10.17,랩/힙합,15,"2,557",0,"10,916",57,2.06485,150.187,4,11,1,0.0385,0.486,0.545,-7.924,0.0336,0.0652,0.00474,0.0642
1158,SUN GOES DOWN,Lil Nas X,2021.05.21,랩/힙합,93,"21,641",1,"15,366",62,2.999333333,125.091,4,6,1,0.497,0.55,0.722,-6.002,0.0375,0.0963,1.28e-05,0.337
1159,,Kendrick Lamar,2017.04.15,랩/힙합,150,"43,639",1,"33,871",0,1.792216667,167.608,4,0,1,0.434,0.536,0.526,-9.754,0.181,0.159,0.847,0.128
1160,Time,NF,2019.07.26,랩/힙합,77,"30,105",1,"9,562",106,3.822666667,124.022,4,1,1,0.724,0.721,0.802,-5.797,0.0583,0.0921,0.0,0.694
1161,Motley Crew,Post Malone,2021.07.09,랩/힙합,105,"19,139",0,"70,798",91,3.070216667,129.915,4,3,0,0.288,0.797,0.631,-3.818,0.0786,0.0904,3.71e-06,0.0998
1162,The Box,Roddy Ricch,2019.12.06,랩/힙합,152,"23,168",1,"3,157",111,3.27755,116.971,4,10,0,0.642,0.896,0.586,-6.687,0.0559,0.104,0.0,0.79
1163,LOVE. (Feat. Zacari),Kendrick Lamar,2017.04.15,랩/힙합,93,"28,202",1,"33,871",110,3.556666667,126.058,4,10,1,0.779,0.8,0.585,-7.343,0.0924,0.264,0.0,0.153
1164,Astronaut In The Ocean,Masked Wolf,2021.09.10,랩/힙합,82,"21,897",1,871,81,2.213,149.996,4,4,0,0.472,0.778,0.695,-6.865,0.0913,0.175,0.0,0.15
1165,Pray For Me,Kendrick Lamar,2018.02.09,랩/힙합,226,"45,956",0,"33,871",85,3.523683333,100.626,4,2,1,0.196,0.732,0.678,-4.977,0.0886,0.0867,2.41e-05,0.112
1166,,Tyga,2018.05.25,랩/힙합,118,"30,004",0,"14,182",0,1.792216667,167.608,4,0,1,0.434,0.536,0.526,-9.754,0.181,0.159,0.847,0.128
1167,Deja Vu (Feat. Justin Bieber),Post Malone,2016.12.09,랩/힙합,108,"46,726",0,"70,798",86,3.277833333,80.017,4,6,0,0.566,0.692,0.835,-4.978,0.0628,0.0517,0.0,0.134
1168,,Lil Nas X,2021.04.23,랩/힙합,93,"24,854",1,"15,366",0,1.792216667,167.608,4,0,1,0.434,0.536,0.526,-9.754,0.181,0.159,0.847,0.128
1169,,Eminem,2013.01.01,랩/힙합,60,"50,873",1,"46,879",0,1.792216667,167.608,4,0,1,0.434,0.536,0.526,-9.754,0.181,0.159,0.847,0.128
1170,Wow.,Post Malone,2018.12.24,랩/힙합,135,"39,612",0,"70,798",91,2.49245,99.96,4,11,0,0.388,0.829,0.539,-7.359,0.208,0.136,1.78e-06,0.103
1171,,Kendrick Lamar,2017.04.15,랩/힙합,90,"26,101",1,"33,871",0,1.792216667,167.608,4,0,1,0.434,0.536,0.526,-9.754,0.181,0.159,0.847,0.128
1172,,Travis Scott,2018.08.03,랩/힙합,288,"39,143",1,"23,268",0,1.792216667,167.608,4,0,1,0.434,0.536,0.526,-9.754,0.181,0.159,0.847,0.128
1173,For A Minute,WizTheMc,2020.06.18,랩/힙합,39,"14,351",1,"1,136",71,1.8164,160.018,4,2,1,0.827,0.711,0.778,-6.346,0.0897,0.0273,1.77e-06,0.103
1174,SCOOP (Feat. Doja Cat),Lil Nas X,2021.09.17,랩/힙합,28,"8,437",0,"15,366",78,2.902733333,163.975,4,6,1,0.582,0.841,0.527,-8.116,0.149,0.0427,1.54e-06,0.12
1175,what a nice day to run away (Feat. Resident),Fudasca,2020.12.11,랩/힙합,61,"32,227",0,"1,185",65,2.633866667,101.002,4,6,0,0.281,0.769,0.462,-9.318,0.108,0.428,0.0,0.374
1176,"Hold On, We're Going Home (Album Version) (Feat. Majid Jordan)",Drake,2013.01.01,랩/힙합,58,"23,825",0,"39,164",65,3.798,100.002,4,6,0,0.287,0.777,0.414,-7.44,0.0946,0.00421,2.73e-05,0.0724
1177,changes,XXXTENTACION,2018.03.16,랩/힙합,174,"39,981",0,"30,627",29,2.03145,64.934,4,11,1,0.52,0.669,0.308,-10.068,0.029,0.883,0.0,0.0984
1178,Where Is The Love?,Black Eyed Peas,2001.09.02,랩/힙합,56,"22,138",0,"8,460",162,4.542216667,94.086,4,5,1,0.809,0.834,0.699,-3.222,0.178,0.111,0.0,0.131
1179,What You Know Bout Love,Pop Smoke,2020.07.03,랩/힙합,63,"18,725",0,"2,826",83,2.666666667,83.995,4,10,1,0.543,0.709,0.548,-8.493,0.353,0.65,1.59e-06,0.133
1180,High School (Feat. Lil Wayne),Nicki Minaj,2012.01.01,랩/힙합,33,"10,731",0,"19,165",83,3.645783333,84.82,4,1,0,0.212,0.531,0.683,-4.093,0.333,0.135,0.00267,0.221
1181,GDFR (feat. Sage the Gemini & Lookas),Flo Rida,2014.09.29,랩/힙합,40,"63,019",1,"13,601",73,3.169766667,145.889,4,5,1,0.69,0.657,0.827,-4.036,0.0734,0.000704,0.00534,0.065
1182,Good As Hell (feat. Ariana Grande) [Remix],Lizzo,2019.10.25,랩/힙합,37,"21,851",0,"11,273",90,2.650183333,95.927,4,5,0,0.478,0.668,0.892,-3.001,0.0645,0.298,0.0,0.735
1183,,Snoop Dogg,2011.10.26,랩/힙합,42,"25,650",0,"9,188",0,1.792216667,167.608,4,0,1,0.434,0.536,0.526,-9.754,0.181,0.159,0.847,0.128
1184,Bad Things,Machine Gun Kelly,2017.05.12,랩/힙합,116,"52,006",0,"4,300",134,3.80435,92.044,4,5,0,0.141,0.5,0.844,-5.263,0.064,0.000791,9.54e-05,0.274
1185,,Future,2017.02.17,랩/힙합,126,"18,671",1,"8,271",0,1.792216667,167.608,4,0,1,0.434,0.536,0.526,-9.754,0.181,0.159,0.847,0.128
1186,See You Again (폴 워커 추모 엔딩곡) (분노의 질주 : 더 세븐(Fast & Furious 7) OST),Wiz Khalifa,2015.03.20,랩/힙합,6,"21,788",1,"14,903",78,3.00645,78.558,4,6,1,0.62,0.558,0.559,-9.222,0.0959,0.371,7.49e-06,0.109
1187,MOTTO,NF,2023.03.09,랩/힙합,8,"1,035",0,"9,562",104,3.6212,80.283,4,0,0,0.715,0.685,0.882,-4.103,0.296,0.082,0.0,0.286
1188,All The Stars,Kendrick Lamar,2018.02.09,랩/힙합,169,"34,591",1,"33,871",96,3.869783333,96.924,4,8,1,0.552,0.698,0.633,-4.946,0.0597,0.0605,0.000194,0.0926
1189,20 Min,Lil Uzi Vert,2017.11.24,랩/힙합,55,"13,321",0,"10,916",139,3.67645,123.426,4,8,0,0.783,0.773,0.75,-4.009,0.117,0.109,0.0,0.174
1190,Se Acabo (Remix) (feat. Method Man),The Beatnuts,2002.02.04,랩/힙합,10,"5,255",0,137,120,3.538216667,96.97,4,6,0,0.884,0.935,0.519,-6.482,0.31,0.156,0.0,0.425
1191,Kiss Me Thru The Phone (Feat. Sammie),Soulja Boy,2009.03.19,랩/힙합,29,"11,382",0,"1,988",90,2.998866667,152.544,4,11,0,0.617,0.729,0.683,-7.344,0.0817,0.000246,0.0494,0.0673
1192,First Class,Jack Harlow,2022.04.08,랩/힙합,50,"9,149",0,"2,644",88,2.899133333,107.005,4,5,0,0.332,0.902,0.582,-5.902,0.109,0.111,3.18e-06,0.111
1193,Mirror Mirror (Feat. Changbin of Stray Kids),F.HERO,2021.10.28,랩/힙합,77,"10,014",0,38,111,3.866666667,158.978,4,1,1,0.506,0.742,0.759,-5.584,0.188,0.0089,0.0,0.0656
1194,"I Don't Like It, I Love It (feat. Robin Thicke & Verdine White)",Flo Rida,2015.04.07,랩/힙합,25,"33,855",1,"13,601",90,3.737633333,118.004,4,9,0,0.784,0.854,0.766,-4.697,0.141,0.0242,0.0,0.0793
1195,Caroline,Amine,2017.07.28,랩/힙합,90,"44,964",1,"15,226",112,3.494,120.04,4,5,0,0.707,0.94,0.335,-10.179,0.505,0.17,0.0,0.262
1196,Good News,Mac Miller,2020.01.09,랩/힙합,148,"30,000",1,"17,902",98,5.700666667,174.088,4,1,0,0.241,0.794,0.32,-12.92,0.173,0.853,0.134,0.112
1197,In My Feelings,Drake,2018.06.29,랩/힙합,66,"18,981",0,"39,164",113,3.632083333,91.03,4,1,1,0.35,0.835,0.626,-5.833,0.125,0.0589,6e-05,0.396
1198,edamame (feat. Rich Brian),bbno$,2021.07.23,랩/힙합,30,"6,134",1,905,117,2.22845,106.032,4,4,0,0.684,0.815,0.848,-4.704,0.115,0.023,0.000162,0.0265
1199,Love Or Lust,24KGoldn,2021.03.26,랩/힙합,53,"16,946",0,"8,725",100,2.93955,144.042,4,8,0,0.723,0.718,0.651,-3.594,0.13,0.112,0.0,0.101
1200,At My Worst,Pink Sweat$,2020.07.17,R&B/Soul,182,"116,473",1,"21,820",51,2.839083333,91.921,4,0,1,0.667,0.813,0.415,-5.926,0.0349,0.777,0.0,0.131
1201,Crazy,Gnarls Barkley,2006.04.24,R&B/Soul,59,"34,248",0,"1,317",48,3.189983333,156.953,4,11,0,0.41,0.729,0.73,-5.14,0.261,0.00165,4.33e-05,0.118
1202,HEARTBREAK ANNIVERSARY,Giveon,2020.02.21,R&B/Soul,100,"67,906",1,"6,914",57,3.306183333,89.087,3,0,1,0.543,0.449,0.465,-8.964,0.0791,0.524,1.02e-06,0.303
1203,Die For You (Explicit Ver.),The Weeknd,2016.11.26,R&B/Soul,331,"76,091",0,"61,556",81,3.88095,66.9,4,1,0,0.502,0.531,0.525,-6.5,0.0671,0.232,0.0,0.441
1204,Kill Bill,SZA,2022.12.09,R&B/Soul,89,"34,629",0,"11,731",67,2.565783333,88.98,4,8,1,0.418,0.644,0.735,-5.747,0.0391,0.0521,0.144,0.161
1205,Die For You (Remix),The Weeknd,2023.02.24,R&B/Soul,87,"13,434",0,"61,556",81,3.88095,66.9,4,1,0,0.502,0.531,0.525,-6.5,0.0671,0.232,0.0,0.441
1206,Because Of You,Ne-Yo,2007.01.01,R&B/Soul,82,"55,152",1,"15,570",64,4.447333333,109.97,4,0,0,0.828,0.81,0.538,-5.784,0.0356,0.528,0.0,0.0951
1207,When I Was Your Man,Bruno Mars,2012.12.07,R&B/Soul,116,"113,267",2,"90,001",68,3.563783333,72.795,4,0,1,0.387,0.612,0.28,-8.648,0.0434,0.932,0.0,0.088
1208,Halo,Beyonce,2009.01.07,R&B/Soul,59,"76,592",1,"34,589",73,4.360666667,79.983,4,11,0,0.472,0.508,0.72,-5.908,0.0628,0.272,0.0,0.0563
1209,Someone Like You,Adele,2011.01.21,R&B/Soul,123,"184,924",0,"72,464",73,4.754,135.187,4,9,1,0.294,0.556,0.319,-8.251,0.0281,0.893,0.0,0.0996
1210,Out of Time,The Weeknd,2022.01.07,R&B/Soul,241,"46,253",1,"61,556",83,3.56985,93.023,4,0,0,0.809,0.629,0.763,-4.279,0.0453,0.244,0.0,0.312
1211,Leave The Door Open,Bruno Mars,2021.07.30,R&B/Soul,438,"94,343",1,"90,001",104,4.034933333,148.088,4,5,1,0.719,0.586,0.616,-7.964,0.0324,0.182,0.0,0.0927
1212,Blinding Lights,The Weeknd,2019.11.29,R&B/Soul,518,"101,762",1,"61,556",48,3.334,171.005,4,1,1,0.334,0.514,0.73,-5.934,0.0598,0.00146,9.54e-05,0.0897
1213,Say So,Doja Cat,2019.11.07,R&B/Soul,244,"83,529",1,"14,185",88,3.964883333,110.962,4,11,0,0.779,0.787,0.673,-4.583,0.159,0.264,3.35e-06,0.0904
1214,I Feel Good,Pink Sweat$,2021.10.15,R&B/Soul,38,"21,320",0,"21,820",39,2.267633333,106.0,4,11,1,0.628,0.803,0.75,-4.67,0.0551,0.0233,3.87e-05,0.045
1215,Stay With Me,Sam Smith,2014.01.01,R&B/Soul,29,"58,110",1,"79,930",26,2.878733333,84.094,4,0,1,0.184,0.418,0.42,-6.444,0.0414,0.588,6.39e-05,0.11
1216,All I Want for Christmas Is You,Mariah Carey,2019.11.01,R&B/Soul,"2,180","217,639",3,"17,887",61,4.01845,150.273,4,7,1,0.35,0.336,0.627,-7.463,0.0384,0.164,0.0,0.0708
1217,Rolling In The Deep,Adele,2011.01.21,R&B/Soul,70,"88,948",1,"72,464",75,3.80155,104.948,4,8,1,0.507,0.73,0.769,-5.114,0.0298,0.138,0.0,0.0473
1218,Marry You,Bruno Mars,2011.02.16,R&B/Soul,57,"68,095",0,"90,001",67,3.836533333,144.905,4,10,1,0.452,0.621,0.82,-4.865,0.0367,0.332,0.0,0.104
1219,I Feel It Coming (Feat. Daft Punk) (Explicit Ver.),The Weeknd,2016.11.26,R&B/Soul,389,"97,685",1,"61,556",66,4.48645,92.987,4,0,0,0.585,0.773,0.819,-5.946,0.118,0.428,0.0,0.0679
1220,Talk,Khalid,2019.04.05,R&B/Soul,233,"126,163",1,"29,042",58,2.914283333,139.939,4,4,0,0.252,0.698,0.763,-4.716,0.205,0.0873,0.0,0.647
1221,Love On Top,Beyonce,2013.04.01,R&B/Soul,124,"79,797",0,"34,589",108,4.456883333,94.103,4,0,1,0.651,0.652,0.749,-5.248,0.0886,0.0848,0.0,0.604
1222,oui,Jeremih,2015.12.04,R&B/Soul,150,"60,219",0,"7,961",76,3.972,78.521,5,5,1,0.604,0.418,0.724,-3.724,0.0964,0.213,0.0,0.112
1223,West Coast Love,Emotional Oranges,2019.11.08,R&B/Soul,246,"50,528",0,"6,892",75,3.589783333,91.997,4,4,0,0.587,0.696,0.65,-5.712,0.0326,0.00666,0.153,0.14
1224,Save Your Tears (Remix),The Weeknd,2021.04.23,R&B/Soul,128,"31,950",1,"61,556",55,3.183566667,118.091,4,0,1,0.593,0.65,0.825,-4.645,0.0325,0.0215,2.44e-05,0.0936
1225,Just The Way You Are,Bruno Mars,2011.02.16,R&B/Soul,70,"72,232",2,"90,001",64,3.6789,109.021,4,5,1,0.424,0.635,0.841,-5.379,0.0422,0.0134,0.0,0.0622
1226,Call You Mine (Feat. Geologic Of The Blue Scholars),Jeff Bernat,2012.05.22,R&B/Soul,112,"145,400",0,"39,987",67,3.585416667,90.033,4,11,0,0.632,0.794,0.571,-6.436,0.0521,0.836,0.0174,0.0918
1227,Casual,Jesse Barrera,2020.05.21,R&B/Soul,101,"39,359",0,"1,601",79,3.226216667,116.04,4,11,0,0.858,0.671,0.922,-4.175,0.0463,0.00912,0.0,0.662
1228,Just The Two Of Us,Bill Withers,2000.06.21,R&B/Soul,79,"38,473",0,"2,407",63,7.308216667,95.818,4,10,0,0.585,0.749,0.497,-12.609,0.105,0.41,0.0499,0.0504
1229,Treasure,Bruno Mars,2012.12.07,R&B/Soul,138,"113,021",1,"90,001",56,2.976,116.017,4,5,0,0.937,0.874,0.692,-5.28,0.0431,0.0412,7.24e-05,0.324
1230,Best Part (Feat. Daniel Caesar),H.E.R.,2017.10.20,R&B/Soul,162,"91,428",0,"17,621",68,3.497183333,75.24,4,7,1,0.436,0.524,0.364,-10.209,0.0367,0.808,0.0,0.1
1231,I.F.L.Y.,Bazzi,2019.07.19,R&B/Soul,124,"81,379",1,"23,206",77,2.7619,104.954,4,2,1,0.554,0.812,0.519,-4.823,0.0385,0.379,0.0,0.13
1232,EX,Kiana Lede,2018.07.13,R&B/Soul,116,"95,626",0,"8,063",86,3.24355,160.108,4,6,1,0.276,0.525,0.433,-10.598,0.185,0.107,0.0,0.135
1233,Love Affair,UMI,2019.10.30,R&B/Soul,83,"70,219",0,"8,696",50,3.182666667,172.076,4,8,1,0.183,0.613,0.488,-7.37,0.0964,0.129,2.13e-05,0.335
1234,,keshi,2018.10.29,R&B/Soul,356,"114,704",0,"41,116",0,1.792216667,167.608,4,0,1,0.434,0.536,0.526,-9.754,0.181,0.159,0.847,0.128
1235,Sunday Morning,Hamzaa,2019.08.09,R&B/Soul,66,"36,512",0,"1,715",73,4.081333333,88.059,4,0,1,0.809,0.608,0.768,-5.227,0.0475,0.0913,0.0,0.0629
1236,All Of Me,John Legend,2013.09.03,R&B/Soul,57,"60,390",0,"35,068",69,4.492666667,119.93,4,8,1,0.331,0.422,0.264,-7.064,0.0322,0.922,0.0,0.132
1237,P.D.A. (We Just Don't Care),John Legend,2006.10.24,R&B/Soul,106,"74,341",0,"35,068",90,4.646,111.496,4,11,1,0.578,0.796,0.729,-6.94,0.0488,0.082,0.0,0.302
1238,blue,Kamal.,2020.05.20,R&B/Soul,100,"48,717",1,"4,671",77,3.616666667,135.73,4,4,1,0.884,0.751,0.72,-6.376,0.0303,0.554,0.0497,0.258
1239,right here,keshi,2019.09.24,R&B/Soul,70,"60,338",1,"41,116",52,2.94845,110.026,4,8,0,0.212,0.604,0.715,-7.118,0.0312,0.000425,7.78e-06,0.116
1240,Insecure (feat. Pink Sweat$),Bren Joy,2021.03.26,R&B/Soul,53,"12,524",0,"2,860",62,3.019716667,154.955,4,9,1,0.298,0.462,0.397,-5.72,0.115,0.857,0.0,0.091
1241,Slow Motion (Album Version),Karina,2008.01.01,R&B/Soul,67,"71,984",0,"2,868",53,3.90155,153.26,4,8,1,0.364,0.454,0.257,-8.288,0.0347,0.846,0.0,0.186
1242,This City,Sam Fischer,2019.12.11,R&B/Soul,63,"45,951",1,"1,841",59,3.24755,73.877,4,11,1,0.519,0.605,0.377,-6.213,0.0443,0.733,0.0,0.0808
1243,Love,Keyshia Cole,2005.01.01,R&B/Soul,47,"36,623",0,"5,118",70,3.565333333,104.97,4,5,0,0.572,0.559,0.871,-5.338,0.0397,7.53e-06,0.00545,0.096
1244,Count On Me,Bruno Mars,2011.02.16,R&B/Soul,32,"44,476",0,"90,001",74,3.291166667,89.1,4,0,1,0.501,0.589,0.389,-5.972,0.028,0.851,0.0,0.0772
1245,Talking To The Moon,Bruno Mars,2011.02.16,R&B/Soul,71,"42,455",0,"90,001",47,3.631116667,145.867,4,1,0,0.0784,0.498,0.59,-4.721,0.032,0.511,0.0,0.107
1246,I'm Not Sorry (Feat. Eric Bellinger),DEAN,2015.07.30,R&B/Soul,318,"136,043",1,"153,576",98,3.484933333,129.014,4,3,0,0.506,0.577,0.751,-4.352,0.0356,0.000727,0.0,0.102
1247,Lay Me Down,Sam Smith,2014.01.01,R&B/Soul,61,"58,013",0,"79,930",41,3.658933333,125.319,4,4,1,0.326,0.468,0.19,-11.138,0.0373,0.919,0.0,0.107
1248,Myself,Bazzi,2018.04.12,R&B/Soul,93,"32,453",0,"23,206",50,3.767333333,80.032,4,5,0,0.0859,0.749,0.398,-7.44,0.171,0.648,1.26e-06,0.115
1249,Umbrella (Feat. Jay-Z),Rihanna,2007.06.14,R&B/Soul,44,"18,836",1,"32,421",123,4.284216667,174.056,4,1,1,0.619,0.596,0.823,-4.586,0.134,0.0115,0.0,0.0658
1250,Officially Missing You,Tamia,2004.04.22,R&B/Soul,53,"30,800",0,"3,037",60,4.041116667,178.258,4,4,0,0.226,0.476,0.407,-9.239,0.0368,0.247,0.0,0.144
1251,LIKE I WANT YOU,Giveon,2019.11.22,R&B/Soul,60,"17,341",1,"6,914",72,4.346266667,119.772,3,10,0,0.438,0.678,0.355,-7.757,0.0627,0.759,7.06e-05,0.114
1252,The Simple Things,Michael Carreon,2014.08.06,R&B/Soul,52,"82,363",0,"9,953",82,4.393883333,95.106,4,6,1,0.681,0.777,0.491,-6.523,0.0297,0.777,2e-06,0.101
1253,Maybe We Could Be a Thing,Jesse Barrera,2022.03.13,R&B/Soul,11,"4,279",0,"1,601",41,2.937366667,94.996,4,4,1,0.62,0.684,0.482,-9.272,0.0287,0.674,0.000325,0.116
1254,In Your Eyes,The Weeknd,2020.03.20,R&B/Soul,197,"31,447",0,"61,556",67,3.958666667,100.021,4,7,0,0.717,0.667,0.719,-5.371,0.0346,0.00285,8.1e-05,0.0736
1255,Save Your Tears,The Weeknd,2020.03.20,R&B/Soul,113,"24,053",0,"61,556",57,3.593783333,118.065,4,0,1,0.619,0.685,0.816,-5.496,0.0308,0.0216,2.05e-05,0.439
1256,So Sick,Ne-Yo,2006.01.01,R&B/Soul,43,"36,838",0,"15,570",67,3.453116667,92.791,4,6,1,0.58,0.452,0.574,-8.336,0.31,0.246,0.0,0.189
1257,After Last Night (with Thundercat & Bootsy Collins),Bruno Mars,2021.11.12,R&B/Soul,53,"11,535",0,"90,001",92,4.1574,140.051,4,0,0,0.647,0.651,0.703,-8.958,0.0816,0.0297,0.0,0.0608
1258,If You Wonder,Jeff Bernat,2012.05.22,R&B/Soul,32,"60,013",0,"39,987",52,3.2,94.77,4,4,1,0.634,0.519,0.521,-6.59,0.132,0.675,0.0,0.171
1259,Weight in Gold,Gallant,2016.05.04,R&B/Soul,76,"67,245",1,"22,689",40,3.396883333,179.404,3,5,0,0.349,0.38,0.438,-5.526,0.0962,0.0259,1.29e-05,0.154
1260,Like That (feat. Gucci Mane),Doja Cat,2019.11.07,R&B/Soul,93,"29,435",1,"14,185",111,2.71955,106.044,4,4,0,0.405,0.879,0.498,-6.027,0.18,0.239,0.0,0.0967
1261,Constant,Jesse Barrera,2020.02.14,R&B/Soul,42,"12,025",0,"1,601",54,3.071783333,99.016,4,11,1,0.451,0.41,0.892,-4.289,0.124,0.0467,0.0,0.246
1262,Citrus,Sylo,2020.08.18,R&B/Soul,28,"10,098",0,"2,376",41,3.370216667,167.927,4,9,1,0.582,0.633,0.592,-6.428,0.0326,0.044,1.96e-06,0.138
1263,If I Ain't Got You,Alicia Keys,2009.12.15,R&B/Soul,3,"4,940",0,"13,210",50,3.811783333,118.402,3,7,1,0.166,0.609,0.444,-9.129,0.106,0.603,6.86e-06,0.104
1264,Nothing Feels Better,Pink Sweat$,2021.10.22,R&B/Soul,7,"6,150",0,"21,820",59,2.62965,81.485,4,2,1,0.558,0.769,0.395,-7.71,0.0287,0.285,0.0,0.0776
1265,Pretend,Jeremy Passion,2023.03.17,R&B/Soul,8,567,0,"4,443",58,2.048866667,124.973,4,3,0,0.27,0.794,0.486,-7.785,0.074,0.152,0.0,0.0886
1266,Sundays,Emotional Oranges,2019.11.08,R&B/Soul,91,"21,877",0,"6,892",73,3.15155,97.992,4,7,0,0.416,0.737,0.558,-7.596,0.0275,0.225,0.106,0.124
1267,Put Your Records On,Corinne Bailey Rae,2007.02.16,R&B/Soul,35,"39,401",0,"17,750",74,3.589333333,96.038,4,9,1,0.542,0.739,0.511,-7.844,0.0362,0.167,1.34e-06,0.133
1268,Like A Star,Corinne Bailey Rae,2007.02.16,R&B/Soul,60,"55,216",0,"17,750",55,4.05355,122.711,4,2,0,0.142,0.606,0.226,-10.617,0.0347,0.715,0.0001,0.35
1269,Softest Touch,Khalid,2023.03.31,R&B/Soul,15,570,0,"29,042",47,2.738033333,107.05,4,4,1,0.753,0.809,0.631,-7.099,0.0423,0.0659,0.00142,0.134
1270,Trip,Ella Mai,2018.10.12,R&B/Soul,44,"21,405",1,"9,866",116,3.56655,79.882,4,11,0,0.358,0.477,0.61,-5.628,0.144,0.225,0.0,0.107
1271,You Come First (feat. Saweetie),Zak Abel,2018.10.19,R&B/Soul,49,"24,144",1,"4,135",87,3.187583333,99.962,4,11,1,0.611,0.745,0.719,-4.291,0.19,0.0352,0.0,0.0639
1272,Can't Feel My Face,The Weeknd,2015.08.28,R&B/Soul,54,"37,599",0,"61,556",73,3.509266667,107.976,4,2,1,0.677,0.745,0.606,-6.092,0.0843,0.168,0.0,0.123
1273,Cheapest Flight,PREP,2017.10.19,R&B/Soul,169,"45,012",0,"14,319",52,4.47435,80.002,4,5,0,0.562,0.676,0.653,-5.228,0.0371,0.285,1.21e-05,0.137
1274,Easy,Mac Ayres,2019.02.12,R&B/Soul,73,"28,958",0,"5,969",53,4.273783333,132.909,4,10,0,0.354,0.589,0.384,-15.075,0.0332,0.112,2.8e-05,0.0596
1275,My Favourite Muse,ZUHAIR,2021.08.06,R&B/Soul,6,"2,872",0,193,87,4.356466667,114.897,4,10,0,0.703,0.671,0.303,-10.547,0.0349,0.875,0.0,0.273
1276,Groovin',Jeff Bernat,2012.05.22,R&B/Soul,46,"74,764",0,"39,987",77,2.521483333,106.825,4,5,0,0.678,0.605,0.455,-8.903,0.0301,0.595,0.0,0.0816
1277,Beautiful (Feat. Camila Cabello),Bazzi,2018.08.03,R&B/Soul,102,"38,262",0,"23,206",83,3.0,100.027,4,2,1,0.249,0.638,0.717,-4.722,0.0337,0.346,0.0,0.105
1278,Mine,Bazzi,2018.04.12,R&B/Soul,175,"59,864",1,"23,206",42,2.1844,142.929,4,4,1,0.717,0.71,0.789,-3.874,0.0722,0.0161,2.77e-06,0.451
1279,September,"Earth, Wind & Fire",1992.09.08,R&B/Soul,246,"31,569",0,"6,334",88,3.584883333,125.926,4,9,1,0.979,0.697,0.832,-7.264,0.0298,0.168,0.00131,0.269
1280,Listen,Beyonce,2007.02.21,"R&B/Soul, 국외영화",23,"26,669",1,"34,589",131,3.787783333,105.929,4,1,0,0.913,0.645,0.598,-13.18,0.0335,0.221,3.53e-06,0.0721
1281,Runaway Baby,Bruno Mars,2011.02.16,R&B/Soul,43,"38,902",0,"90,001",140,2.474133333,163.864,4,10,0,0.823,0.658,0.762,-3.028,0.0425,0.263,0.0,0.127
1282,Bye Bye,Jeremy Passion,2020.06.12,R&B/Soul,21,"5,692",0,"4,443",82,1.808316667,83.018,4,3,0,0.238,0.645,0.525,-5.399,0.0355,0.0574,0.0,0.505
1283,Wait a Minute!,WILLOW,2015.01.11,R&B/Soul,47,"14,062",0,"1,783",64,3.275333333,101.003,4,3,0,0.672,0.764,0.705,-5.279,0.0278,0.0371,1.94e-05,0.0943
1284,Take A Bow,Rihanna,2008.01.01,R&B/Soul,19,"10,681",0,"32,421",59,3.82355,82.082,4,9,1,0.572,0.697,0.467,-7.536,0.0715,0.248,0.0,0.0941
1285,No Reservations,Jesse Barrera,2023.02.03,R&B/Soul,6,954,0,"1,601",50,3.745566667,84.008,4,6,0,0.552,0.487,0.856,-5.73,0.0306,0.00084,0.00219,0.102
